measure,metric,location,year,age,sex,val,lower,upper
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,65 to 69,Male,24454.461788554774,24021.421550629933,24841.261841962718
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,70 to 74,Both,24935.889692248926,24444.784937380857,25387.865624947
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,70 to 74,Female,23631.197609257488,23190.928466157326,23990.52696830307
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,70 to 74,Male,26226.056261635,25764.079547709884,26953.87889519023
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,75 to 79,Both,26827.011620209258,26184.81612025747,27411.51247606534
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,75 to 79,Female,25357.385735586235,24821.306460225038,25829.38511276478
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,75 to 79,Male,28081.38251374114,27563.641139126077,28371.271191480744
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,80 to 84,Both,28676.03111693976,28302.074410815625,29123.21043366738
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,80 to 84,Female,27215.442175513686,26510.303322093412,27649.696497828278
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,80 to 84,Male,29850.018272276513,29384.987356848404,30251.440897342247
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,85 to 89,Both,30322.640397127656,29766.516646201228,30963.033203744853
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,85 to 89,Female,29100.414154521895,28549.893760896783,29547.691964652044
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,85 to 89,Male,31571.914126720563,31055.776312726564,32028.16404097095
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,90 to 94,Both,32150.011280345152,31579.816690112846,32784.44318730261
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,90 to 94,Female,30777.56448935687,30265.603690206917,31247.540218348586
DALYs (Disability-Adjusted Life Years),Rate,Global,1996,90 to 94,Male,33488.6897811656,33044.4897808893,34007.39136463612
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,25 to 29,Both,8914.64725951111,8793.08397149928,9060.699551960939
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,25 to 29,Female,7577.99608338919,7476.632830327645,7734.88432243951
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,25 to 29,Male,10230.13834544394,10081.058478543113,10385.743823856039
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,30 to 34,Both,10690.625694903565,10479.255812496158,10897.09598541303
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,30 to 34,Female,9364.488618924779,9159.238693764946,9594.99004250481
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,30 to 34,Male,12011.49174642136,11765.972188256821,12260.714971266694
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,35 to 39,Both,12468.212237060548,12269.462176991587,12673.838231862333
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,35 to 39,Female,11182.060672281728,10985.114674165536,11398.244349563121
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,35 to 39,Male,13827.474623308826,13626.22371588691,14016.481865489804
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,40 to 44,Both,14252.814912494374,13974.53854023424,14452.99894648946
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,40 to 44,Female,12931.971638801904,12718.865844645488,13211.21311335673
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,40 to 44,Male,15563.127599667434,15203.021619953994,15809.335248415233
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,45 to 49,Both,16015.105994411644,15756.586395064702,16307.498186951569
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,45 to 49,Female,14745.454221298045,14373.782512373125,14958.997500109192
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,45 to 49,Male,17299.560100736693,16832.84609886847,17716.422650222492
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,50 to 54,Both,17838.879851034042,17582.155182441493,18196.606890554915
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,50 to 54,Female,16502.304288333726,16212.760164236845,16914.405328818793
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,50 to 54,Male,19143.707825195313,18779.418781405227,19549.265554765112
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,55 to 59,Both,19628.25391366747,19314.00908058026,20061.76502154186
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,55 to 59,Female,18259.09818476166,18024.06945288649,18551.649044199112
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,55 to 59,Male,20853.316641176752,20432.322135246683,21165.785173386364
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,60 to 64,Both,21344.587953296454,20870.906017490488,21633.759121275136
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,60 to 64,Female,19908.79632194145,19404.035809202705,20309.478759042566
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,60 to 64,Male,22604.650874479288,22163.53867927548,22956.858032834672
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,65 to 69,Both,23144.49486569599,22597.06459546376,23488.852197475066
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,65 to 69,Female,21796.832342640762,21463.94528122608,22278.213143514287
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,65 to 69,Male,24389.628960356233,23953.95484847486,24841.941694206525
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,70 to 74,Both,24906.80732022592,24584.889463514326,25287.415326574162
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,70 to 74,Female,23650.309401949315,23274.03090069724,24140.0551159545
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,70 to 74,Male,26344.01826220635,25963.01958957404,26888.46248656037
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,75 to 79,Both,26767.998565445305,26209.315057374326,27231.494402397722
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,75 to 79,Female,25393.854618483725,24854.8316478152,25882.243558573522
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,75 to 79,Male,28111.15126575334,27564.28773552049,28509.29160401215
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,80 to 84,Both,28443.97279933768,27866.32537092535,29006.14363431488
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,80 to 84,Female,27169.53935735616,26763.072556577667,27887.918448562632
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,80 to 84,Male,29840.21571841449,29448.062531339012,30376.48530561254
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,85 to 89,Both,30202.902143508396,29696.45425985012,30860.40382088776
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,85 to 89,Female,28921.77814437727,28461.23962253346,29461.579418704525
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,85 to 89,Male,31548.245616757027,30954.62189116002,32096.678248876786
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,90 to 94,Both,32107.15183532157,31616.427387398275,32542.9201629519
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,90 to 94,Female,30708.306198363807,30123.08014390959,31221.741999555088
DALYs (Disability-Adjusted Life Years),Rate,Global,1997,90 to 94,Male,33321.7080573171,32713.592314791294,33974.37844613253
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,25 to 29,Both,8871.722680493009,8715.652248056964,9047.369113789351
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,25 to 29,Female,7547.046729307972,7366.455439056502,7715.461943344946
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,25 to 29,Male,10200.782916000493,10031.499220402811,10394.276135161825
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,30 to 34,Both,10683.355128523614,10501.648351598751,10834.2517981249
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,30 to 34,Female,9319.392446439635,9123.105536391125,9462.962305649497
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,30 to 34,Male,11910.674313588655,11674.51867550223,12080.18945472861
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,35 to 39,Both,12379.280479018513,12116.694023027743,12610.6473175832
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,35 to 39,Female,11096.120368235113,10958.424833962099,11272.76415437627
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,35 to 39,Male,13737.417772455583,13460.224795235903,14035.308748920108
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,40 to 44,Both,14151.048871724552,13878.102464321979,14443.492355892795
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,40 to 44,Female,12930.764865780013,12664.610575322531,13226.829922721461
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,40 to 44,Male,15527.896931532458,15162.971382956695,15754.76556569363
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,45 to 49,Both,16025.235348831335,15684.711106001281,16205.57401662016
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,45 to 49,Female,14634.83223811151,14372.661047817786,14878.973591693586
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,45 to 49,Male,17324.69810556611,17084.656616550717,17575.382490628774
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,50 to 54,Both,17790.49967919302,17440.821422651083,18084.14872556691
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,50 to 54,Female,16400.399036936848,16032.41670455528,16718.856902382304
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,50 to 54,Male,19040.7594226469,18756.40214304935,19373.132214353118
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,55 to 59,Both,19578.95385161536,19211.298001575975,20009.16313895576
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,55 to 59,Female,18185.13205295453,17920.30032137798,18543.48307011889
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,55 to 59,Male,20862.663100463087,20511.687942730023,21238.983635119497
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,60 to 64,Both,21326.07425329748,20885.285459886625,21721.777051034645
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,60 to 64,Female,19971.407861212752,19628.29472337679,20251.272561440805
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,60 to 64,Male,22672.169029348384,22227.051194565753,23063.365228742696
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,65 to 69,Both,23077.381687461613,22612.318948195832,23616.496388217958
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,65 to 69,Female,21792.829688612754,21305.564659614123,22213.1311658165
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,65 to 69,Male,24312.228611177252,23952.434431809263,24643.341655137705
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,70 to 74,Both,24827.546788816977,24321.233889400446,25241.561026398474
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,70 to 74,Female,23500.858387190263,22844.713483993382,23878.27920006163
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,70 to 74,Male,26132.142847617943,25812.04037251047,26566.417687417284
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,75 to 79,Both,26559.796775502116,26012.60481045059,27114.271345376317
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,75 to 79,Female,25288.591080522772,24826.791052090946,25685.992609044566
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,75 to 79,Male,27920.212841153032,27310.797151561557,28500.642181048635
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,80 to 84,Both,28431.014482606377,27835.93502404556,28943.40622792801
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,80 to 84,Female,27134.574558705826,26528.170262347594,27564.45500019437
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,80 to 84,Male,29679.900120070208,29032.63785299351,30382.077257126693
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,85 to 89,Both,30161.868849248596,29528.534228240806,30696.345225142006
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,85 to 89,Female,28891.976476676668,28476.196181161926,29439.071035202367
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,85 to 89,Male,31453.78764200109,30945.52016113027,31927.52354146274
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,90 to 94,Both,31968.049515235998,31295.402857240184,32612.265729934978
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,90 to 94,Female,30852.766843116926,30393.039902702185,31275.398125459724
DALYs (Disability-Adjusted Life Years),Rate,Global,1998,90 to 94,Male,33289.570192694366,32679.172205577343,33786.90435083323
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,25 to 29,Both,8805.596774659858,8642.52206448529,9019.98793569403
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,25 to 29,Female,7487.676444451702,7345.2845429527915,7653.7459405968675
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,25 to 29,Male,10102.48265860226,9770.943805889912,10272.897244411059
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,30 to 34,Both,10553.074688068828,10351.604787024982,10726.391765500788
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,30 to 34,Female,9246.625619403143,9084.604206044694,9412.170115334342
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,30 to 34,Male,11896.367208050393,11660.6543157823,12124.662315039837
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,35 to 39,Both,12367.597543396467,12138.871910678034,12617.909937036664
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,35 to 39,Female,11003.156275323116,10772.853572224925,11239.18223557787
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,35 to 39,Male,13651.120505577122,13455.413076831695,13892.269494150618
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,40 to 44,Both,14074.487215094592,13676.782185161326,14372.750518867304
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,40 to 44,Female,12790.010495943448,12447.239400499795,13082.421836203921
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,40 to 44,Male,15468.244143400996,15080.634081321612,15907.01476998411
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,45 to 49,Both,15915.39680591375,15610.633775004811,16188.016933377203
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,45 to 49,Female,14620.902076441958,14325.49718678635,14884.557605839298
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,45 to 49,Male,17224.27577402398,16855.51005415996,17475.515718386207
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,50 to 54,Both,17665.70704808767,17340.944452345837,18138.00184735891
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,50 to 54,Female,16373.755248061165,16084.973510591142,16656.376465290246
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,50 to 54,Male,19025.505856067084,18617.45868427652,19280.20296981404
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,55 to 59,Both,19481.062365231162,18978.189693473625,19881.029029959118
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,55 to 59,Female,18192.91316024642,17875.535139111606,18428.22118995874
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,55 to 59,Male,20774.94783371616,20343.73964488746,21239.196650544505
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,60 to 64,Both,21193.98066707076,20670.20301628524,21594.015034248492
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,60 to 64,Female,19971.229252584995,19481.837887025235,20312.534360256537
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,60 to 64,Male,22614.452034124537,22243.504184517198,23009.062121375784
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,65 to 69,Both,23045.755483828816,22508.88707304978,23504.264799817254
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,65 to 69,Female,21740.97087955706,21160.259156232838,22166.97887929336
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,65 to 69,Male,24358.8402402967,23819.27938658331,24947.41544227377
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,70 to 74,Both,24841.49551637691,24514.941306494613,25197.62926282912
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,70 to 74,Female,23481.51087887283,23104.77739987098,23796.084008369995
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,70 to 74,Male,26115.416386583467,25527.158874073135,26528.120589902057
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,75 to 79,Both,26542.345245876786,26073.982369979538,26916.230995723316
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,75 to 79,Female,25278.931240601123,24801.4704515334,25888.179634241387
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,75 to 79,Male,27951.290349254898,27418.271083828076,28335.614753855214
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,80 to 84,Both,28428.533960883233,27947.844480217223,28799.747774863936
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,80 to 84,Female,27108.00401506013,26532.787754104993,27672.708874750875
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,80 to 84,Male,29601.433606674822,29085.613752751306,30025.264573754335
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,85 to 89,Both,30188.606379677134,29665.924875576413,30781.525607091073
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,85 to 89,Female,28729.62663683628,28417.398664371685,28972.187320370533
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,85 to 89,Male,31462.135312856746,30732.07861188759,31993.5599902282
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,90 to 94,Both,31980.85216941179,31273.960528359126,32433.266319269387
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,90 to 94,Female,30507.126905428075,29874.293758058495,31062.475909290115
DALYs (Disability-Adjusted Life Years),Rate,Global,1999,90 to 94,Male,33202.81225642868,32746.814566408495,33733.72850299724
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,25 to 29,Both,8727.709316623117,8530.40208210879,8866.152227178494
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,25 to 29,Female,7430.609892832533,7256.266249625234,7587.786628038095
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,25 to 29,Male,10042.286954489457,9828.270326299542,10217.19606450126
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,30 to 34,Both,10489.768976900294,10327.321743362536,10696.426751886593
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,30 to 34,Female,9194.910212404273,8998.291334578647,9392.498526711592
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,30 to 34,Male,11795.529334746325,11604.483272217327,11954.272190363721
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,35 to 39,Both,12270.735725868284,12108.59358102159,12438.251737293278
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,35 to 39,Female,10959.648022903379,10744.55919233793,11183.981102460497
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,35 to 39,Male,13632.04330538218,13358.062157969505,13914.797151040088
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,40 to 44,Both,14070.353134509432,13898.819474079613,14314.647728556974
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,40 to 44,Female,12760.501428999836,12563.583392532728,12932.90663313525
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,40 to 44,Male,15393.35197940607,15092.500730566533,15760.549056089769
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,45 to 49,Both,15900.63909310559,15559.714459541052,16221.923095065795
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,45 to 49,Female,14496.36614143218,14197.17786743228,14803.968191527005
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,45 to 49,Male,17142.054658818757,16911.739062535507,17453.990702164232
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,50 to 54,Both,17653.21625425793,17309.23839778159,17997.113697623317
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,50 to 54,Female,16309.933470921367,16014.829987477688,16637.225742529212
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,50 to 54,Male,18999.760876265325,18756.222284111052,19359.498550337332
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,55 to 59,Both,19418.314859690116,19162.398137072792,19690.182354959437
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,55 to 59,Female,18078.009184566563,17564.949581058798,18424.96763865879
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,55 to 59,Male,20733.094188847794,20361.20246443018,21000.678852737597
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,60 to 64,Both,21226.912326848775,20819.687973192827,21566.020273513546
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,60 to 64,Female,19822.504962226012,19455.678175358553,20146.71017566162
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,60 to 64,Male,22491.894825219322,22104.798490730187,22837.52024502681
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,65 to 69,Both,22927.37961860145,22498.008772902678,23250.656822696343
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,65 to 69,Female,21620.22778371634,21248.72861089222,21961.36104793573
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,65 to 69,Male,24272.996587370068,23768.46027203624,24677.888540722495
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,70 to 74,Both,24796.00943271639,24290.952572672082,25188.41795470409
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,70 to 74,Female,23366.058777804636,22952.7439760434,23734.299578931794
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,70 to 74,Male,26098.478600102546,25666.788851372465,26664.0598438202
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,75 to 79,Both,26580.85120840623,26136.549859888575,26973.518063173335
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,75 to 79,Female,25172.34009209902,24766.854672659734,25574.49366533212
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,75 to 79,Male,27835.106505633008,27341.49935756381,28234.31125019014
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,80 to 84,Both,28382.426816478335,28030.596645310245,28847.34813340386
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,80 to 84,Female,26960.535036730085,26372.94350189606,27395.203178549076
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,80 to 84,Male,29592.497219797042,29003.513913232433,30128.98823169527
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,85 to 89,Both,30162.381844416486,29402.43339915794,30764.83107491367
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,85 to 89,Female,28734.88052599908,28000.41618069689,29380.915699585043
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,85 to 89,Male,31506.43823531541,30975.970371966756,32051.656922132694
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,90 to 94,Both,31828.3091905101,31236.699016291484,32483.153981792042
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,90 to 94,Female,30574.455539487637,30097.864623925998,31257.847797549286
DALYs (Disability-Adjusted Life Years),Rate,Global,2000,90 to 94,Male,33114.890731794185,32458.05950027171,33677.08585816997
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,25 to 29,Both,8653.020595926522,8478.81432801595,8863.209968879277
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,25 to 29,Female,7339.884496557602,7167.272842077118,7493.786230706449
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,25 to 29,Male,10031.488802331052,9893.402976021996,10212.001534788064
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,30 to 34,Both,10437.35944859037,10236.666209134175,10607.894402408076
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,30 to 34,Female,9146.59051873777,8956.222037138414,9288.891307692227
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,30 to 34,Male,11844.467127322492,11583.536717741288,12084.49113640832
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,35 to 39,Both,12223.750818183407,12006.697060946935,12420.66242187686
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,35 to 39,Female,10872.718701162092,10675.869401715257,11023.033400118973
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,35 to 39,Male,13514.565415728392,13304.324915762405,13742.282234852672
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,40 to 44,Both,13989.90216471841,13774.593138712982,14228.73537759239
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,40 to 44,Female,12672.053574539164,12417.01040643118,12897.036253053093
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,40 to 44,Male,15343.655486763864,15040.539435425537,15682.56251463692
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,45 to 49,Both,15840.138621048469,15572.389805913272,16086.219463341506
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,45 to 49,Female,14418.97316521414,14121.006502600701,14606.69158656896
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,45 to 49,Male,17124.375578108404,16811.046786125946,17402.14377669657
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,50 to 54,Both,17562.30371631867,17217.49198395808,17900.837842145043
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,50 to 54,Female,16253.441444552027,15930.568675958115,16541.55114644459
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,50 to 54,Male,18910.110726749594,18453.954193212885,19341.114304863368
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,55 to 59,Both,19365.057287218133,19000.901733543036,19664.56919958706
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,55 to 59,Female,18009.40357222383,17609.210225579507,18333.237480849828
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,55 to 59,Male,20715.204220275038,20420.740216357524,21143.203123554318
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,60 to 64,Both,21114.401860194677,20665.9438360156,21517.39836375096
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,60 to 64,Female,19857.628024650545,19612.819938796612,20246.186090378647
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,60 to 64,Male,22462.852490071888,22224.069676267463,22781.947807994078
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,65 to 69,Both,22920.193267434835,22599.463231398397,23404.07979926459
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,65 to 69,Female,21626.83204173295,21052.907631718823,21965.50632607277
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,65 to 69,Male,24271.534036582376,23919.089946974767,24691.57581800451
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,70 to 74,Both,24690.052633146843,24260.666644373494,25040.14579425453
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,70 to 74,Female,23378.841123672624,22992.930259800516,23785.25447638468
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,70 to 74,Male,26140.266561202698,25653.69588539425,26601.915107278055
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,75 to 79,Both,26538.527667930408,26005.228820082404,27098.82694341374
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,75 to 79,Female,25215.92502231807,24679.46342921086,25706.455985500445
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,75 to 79,Male,27844.252213151933,27310.006086097615,28402.717575729293
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,80 to 84,Both,28382.22985342698,27715.082705439956,28922.523433576767
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,80 to 84,Female,26814.910701068442,26469.0139789328,27278.51329291703
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,80 to 84,Male,29517.48059314921,29032.988752403493,29939.41890697145
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,85 to 89,Both,30109.62052050405,29508.917488481806,30693.816930531997
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,85 to 89,Female,28658.28200983766,28079.918879428857,29235.751977521595
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,85 to 89,Male,31313.038102106853,30532.586554240526,32016.17729017842
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,90 to 94,Both,31809.744075071656,31169.839785916698,32481.19732725975
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,90 to 94,Female,30494.012504499784,29948.319685132876,31044.212897339512
