measure,metric,location,year,age,sex,category,val,lower,upper
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1997,80 to 84,Both,Cardiovascular diseases,18541.316660910274,17940.690056934738,19053.636590781873
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1997,80 to 84,Female,Cardiovascular diseases,17748.892238395427,17228.25094454537,18221.755917159036
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1997,80 to 84,Male,Cardiovascular diseases,19015.674037006655,18432.365341899553,19495.43727041784
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1997,85 to 89,Both,Cardiovascular diseases,19425.337323933072,19023.30463267328,19886.32062443517
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1997,85 to 89,Female,Cardiovascular diseases,18779.732817599855,18324.505504649278,19243.161716151393
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1997,85 to 89,Male,Cardiovascular diseases,20134.847535495483,19643.633145698397,20580.102444115306
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1997,90 to 94,Both,Cardiovascular diseases,20602.443058498382,19975.070217640037,21121.031417204787
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1997,90 to 94,Female,Cardiovascular diseases,19838.968654210865,19167.797636307143,20227.580791500135
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1997,90 to 94,Male,Cardiovascular diseases,21129.49553180529,20712.93247529227,21528.96766879031
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,25 to 29,Both,Cardiovascular diseases,7003.535907986854,6828.973319207616,7227.729338978672
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,25 to 29,Female,Cardiovascular diseases,6346.940722017621,6223.805989442846,6469.814197475922
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,25 to 29,Male,Cardiovascular diseases,7688.292001975431,7550.036893464781,7853.778370297846
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,30 to 34,Both,Cardiovascular diseases,8089.354542429343,7880.99614052154,8302.686839431477
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,30 to 34,Female,Cardiovascular diseases,7388.995618143578,7210.56326343082,7633.121109079491
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,30 to 34,Male,Cardiovascular diseases,8680.967152847827,8464.25467149531,8877.856526942454
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,35 to 39,Both,Cardiovascular diseases,9073.776038703094,8858.466868980118,9312.740549564913
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,35 to 39,Female,Cardiovascular diseases,8492.020558300346,8312.050238377966,8687.81158312528
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,35 to 39,Male,Cardiovascular diseases,9676.708916095511,9468.901365058424,9918.474131655066
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,40 to 44,Both,Cardiovascular diseases,10103.093959081318,9833.116761407397,10310.310510536048
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,40 to 44,Female,Cardiovascular diseases,9474.312398845948,9192.474100109119,9702.722501462396
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,40 to 44,Male,Cardiovascular diseases,10788.123194578102,10422.51588078411,11129.709089160024
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,45 to 49,Both,Cardiovascular diseases,11170.576079004974,10834.869524950544,11462.26294418854
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,45 to 49,Female,Cardiovascular diseases,10494.013891227236,10250.217523753743,10791.055798301964
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,45 to 49,Male,Cardiovascular diseases,11832.228331529963,11500.74963936009,12230.677805052685
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,50 to 54,Both,Cardiovascular diseases,12190.788911136926,11740.444498551675,12473.491477481199
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,50 to 54,Female,Cardiovascular diseases,11497.065120697547,11221.930642145577,11784.915293889917
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,50 to 54,Male,Cardiovascular diseases,12800.187358928852,12435.770548020137,13028.644519072042
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,55 to 59,Both,Cardiovascular diseases,13208.450837416043,12950.76036429151,13410.97464008558
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,55 to 59,Female,Cardiovascular diseases,12554.719489725623,12260.522278498787,12920.379276809179
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,55 to 59,Male,Cardiovascular diseases,13822.75986586091,13498.925000760893,14204.347053106696
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,60 to 64,Both,Cardiovascular diseases,14210.31946144865,13945.256685746794,14418.572676281328
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,60 to 64,Female,Cardiovascular diseases,13604.892192305086,13298.086860968691,13945.123379023633
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,60 to 64,Male,Cardiovascular diseases,14888.198119550701,14513.35463994764,15262.323806663495
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,65 to 69,Both,Cardiovascular diseases,15260.097065997365,14912.900487691779,15678.515614223848
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,65 to 69,Female,Cardiovascular diseases,14475.368097621666,14159.704313136343,14823.28349700674
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,65 to 69,Male,Cardiovascular diseases,15827.721290060423,15448.217385276555,16115.962509864778
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,70 to 74,Both,Cardiovascular diseases,16257.736533168425,15858.669863430729,16871.118441226492
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,70 to 74,Female,Cardiovascular diseases,15587.913229774802,15277.647631215332,16020.99000003675
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,70 to 74,Male,Cardiovascular diseases,17040.117759368208,16669.25437140256,17426.667338994106
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,75 to 79,Both,Cardiovascular diseases,17375.04653788595,17064.56129060658,17810.606948257635
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,75 to 79,Female,Cardiovascular diseases,16678.88126943503,16126.93919673547,17124.080465706596
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,75 to 79,Male,Cardiovascular diseases,17936.781307785703,17486.84730058601,18320.428814458708
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,80 to 84,Both,Cardiovascular diseases,18264.783476784312,17796.29702004962,18751.81755774593
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,80 to 84,Female,Cardiovascular diseases,17751.094082885505,17419.382344091842,18372.977897283912
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,80 to 84,Male,Cardiovascular diseases,19047.379207687572,18586.646690206297,19591.5112105397
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,85 to 89,Both,Cardiovascular diseases,19394.07251714683,18874.225665266087,20015.555992515834
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,85 to 89,Female,Cardiovascular diseases,18675.624723758767,18124.19358214741,19267.502991030116
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,85 to 89,Male,Cardiovascular diseases,20110.719930229712,19603.076913012548,20818.121783319126
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,90 to 94,Both,Cardiovascular diseases,20431.972726933556,19820.89987503601,21045.163135690833
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,90 to 94,Female,Cardiovascular diseases,19742.545155407137,19313.948741256732,20207.037858909123
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1998,90 to 94,Male,Cardiovascular diseases,21064.104790587862,20437.223962827204,21764.749806052954
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,25 to 29,Both,Cardiovascular diseases,6991.85171979082,6764.783478894296,7203.62109970094
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,25 to 29,Female,Cardiovascular diseases,6371.623218310306,6251.13330650034,6504.225429991204
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,25 to 29,Male,Cardiovascular diseases,7617.293373131609,7360.615706977369,7836.0897829549685
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,30 to 34,Both,Cardiovascular diseases,8053.7634132218645,7862.872852527062,8257.785807301461
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,30 to 34,Female,Cardiovascular diseases,7376.180133128409,7093.582815780497,7598.556088827872
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,30 to 34,Male,Cardiovascular diseases,8667.592772224061,8472.256479243079,8926.029937718897
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,35 to 39,Both,Cardiovascular diseases,9058.638049791523,8826.33183065735,9256.852271903977
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,35 to 39,Female,Cardiovascular diseases,8362.205882271606,8087.343488045377,8555.067190615904
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,35 to 39,Male,Cardiovascular diseases,9708.270393209523,9513.46631647292,9952.999024410638
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,40 to 44,Both,Cardiovascular diseases,10071.242973139933,9817.579518038281,10289.665277429354
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,40 to 44,Female,Cardiovascular diseases,9434.536952988523,9271.54994994075,9657.470893227512
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,40 to 44,Male,Cardiovascular diseases,10750.527423455398,10519.640193611012,11016.06456866824
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,45 to 49,Both,Cardiovascular diseases,11125.124355414451,10799.291523193784,11443.828923277077
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,45 to 49,Female,Cardiovascular diseases,10464.593104534755,10189.381003895807,10741.952457529307
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,45 to 49,Male,Cardiovascular diseases,11765.533913224173,11483.633865709715,12000.810552001276
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,50 to 54,Both,Cardiovascular diseases,12141.174740044802,11868.803639938256,12468.083494644048
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,50 to 54,Female,Cardiovascular diseases,11471.859832444792,11171.693497389351,11795.844877682037
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,50 to 54,Male,Cardiovascular diseases,12809.803005614953,12532.470906875284,13077.813831885313
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,55 to 59,Both,Cardiovascular diseases,13181.288645493825,12775.685029406814,13565.275609203902
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,55 to 59,Female,Cardiovascular diseases,12559.25259697718,12285.706499044772,12869.415015341867
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,55 to 59,Male,Cardiovascular diseases,13840.372834780783,13490.648540824885,14137.104324409742
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,60 to 64,Both,Cardiovascular diseases,14210.31295170506,13952.152955220477,14551.996181721555
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,60 to 64,Female,Cardiovascular diseases,13540.000392028633,13172.042003175175,13796.94289373911
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,60 to 64,Male,Cardiovascular diseases,14912.20424065109,14454.921239441215,15256.054564799982
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,65 to 69,Both,Cardiovascular diseases,15222.467666399532,14755.533336434662,15737.051366937649
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,65 to 69,Female,Cardiovascular diseases,14563.160939037989,14220.046586937699,14987.188838018345
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,65 to 69,Male,Cardiovascular diseases,15891.714780928995,15539.051816594543,16249.416316754912
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,70 to 74,Both,Cardiovascular diseases,16176.154273931932,15682.850466893815,16590.636130856197
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,70 to 74,Female,Cardiovascular diseases,15660.880503640094,15237.080237325346,16085.91830448388
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,70 to 74,Male,Cardiovascular diseases,16919.10770961487,16611.239564940253,17422.114571851187
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,75 to 79,Both,Cardiovascular diseases,17325.933607783118,16869.366374706886,17863.033869917595
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,75 to 79,Female,Cardiovascular diseases,16644.260882010898,16143.348774820395,17021.083792708643
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,75 to 79,Male,Cardiovascular diseases,17924.547245644317,17599.758018188106,18338.513642228583
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,80 to 84,Both,Cardiovascular diseases,18303.62944301816,17872.757790329288,18784.79607317035
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,80 to 84,Female,Cardiovascular diseases,17651.207556088033,17120.179469032497,18243.346383390213
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,80 to 84,Male,Cardiovascular diseases,18964.24023158215,18492.127615223613,19443.02618524099
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,85 to 89,Both,Cardiovascular diseases,19376.23618798305,18840.232521980954,19721.43875516492
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,85 to 89,Female,Cardiovascular diseases,18688.06315397383,18159.381599399778,19179.698741861037
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,85 to 89,Male,Cardiovascular diseases,19957.838647273507,19370.239878063425,20601.200290069508
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,90 to 94,Both,Cardiovascular diseases,20435.24873183811,19902.093779444578,21044.19156273103
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,90 to 94,Female,Cardiovascular diseases,19667.930071722458,19135.66645795354,20083.170749321594
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,1999,90 to 94,Male,Cardiovascular diseases,20998.720924410347,20664.97395187163,21456.436254384585
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,25 to 29,Both,Cardiovascular diseases,6961.189363770446,6766.023471356575,7140.88294577978
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,25 to 29,Female,Cardiovascular diseases,6340.016305723392,6132.7798718697795,6533.948482395457
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,25 to 29,Male,Cardiovascular diseases,7641.4789984036515,7456.410026436523,7843.996139336016
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,30 to 34,Both,Cardiovascular diseases,8005.031993983199,7815.790029765214,8156.76460353487
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,30 to 34,Female,Cardiovascular diseases,7358.292356021795,7191.442264893043,7584.476777008744
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,30 to 34,Male,Cardiovascular diseases,8638.426536095543,8395.2934385465,8880.493378843426
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,35 to 39,Both,Cardiovascular diseases,8998.49091303984,8769.233830884177,9228.655594281678
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,35 to 39,Female,Cardiovascular diseases,8372.413771382984,8255.593685054466,8536.702040733999
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,35 to 39,Male,Cardiovascular diseases,9632.20133299148,9376.85347367378,9861.976900423762
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,40 to 44,Both,Cardiovascular diseases,10077.483172569857,9779.603681514134,10332.519186429148
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,40 to 44,Female,Cardiovascular diseases,9368.464140035723,9143.719799877812,9566.453606892605
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,40 to 44,Male,Cardiovascular diseases,10700.507057035376,10366.07281996566,10961.44907027968
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,45 to 49,Both,Cardiovascular diseases,11064.679973866097,10778.97205083786,11310.86393304733
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,45 to 49,Female,Cardiovascular diseases,10400.815339848734,10110.004496948695,10619.205419090536
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,45 to 49,Male,Cardiovascular diseases,11732.89342751309,11485.95072204792,11965.516237451811
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,50 to 54,Both,Cardiovascular diseases,12087.821254032733,11863.350495994611,12290.073605184472
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,50 to 54,Female,Cardiovascular diseases,11497.708937967462,11230.799512543044,11801.966360876024
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,50 to 54,Male,Cardiovascular diseases,12736.784247801212,12316.462967396226,13160.548867670312
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,55 to 59,Both,Cardiovascular diseases,13115.276894722303,12851.917984183252,13431.339507633926
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,55 to 59,Female,Cardiovascular diseases,12445.931917117077,12202.680596022648,12703.61837312183
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,55 to 59,Male,Cardiovascular diseases,13803.630212896232,13476.82179078706,14216.349407615679
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,60 to 64,Both,Cardiovascular diseases,14129.913586535376,13728.002275571329,14586.020348544916
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,60 to 64,Female,Cardiovascular diseases,13593.084460846736,13165.599178375936,13980.400638759369
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,60 to 64,Male,Cardiovascular diseases,14834.219680494747,14448.205986299776,15286.27097758204
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,65 to 69,Both,Cardiovascular diseases,15260.555425209395,14912.440085780112,15617.76898890976
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,65 to 69,Female,Cardiovascular diseases,14599.678566609466,14248.754218160124,15022.432975201737
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,65 to 69,Male,Cardiovascular diseases,15807.985933919803,15503.566435475555,16165.671070024126
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,70 to 74,Both,Cardiovascular diseases,16255.609357703373,15814.342686965265,16678.91033884112
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,70 to 74,Female,Cardiovascular diseases,15566.229279129308,15193.513743855881,15918.037438610969
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,70 to 74,Male,Cardiovascular diseases,17006.22587463069,16669.042052935638,17605.590619769897
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,75 to 79,Both,Cardiovascular diseases,17235.897672437106,16770.12001142792,17680.383044702947
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,75 to 79,Female,Cardiovascular diseases,16590.605858078517,16202.44391613788,16874.039761065505
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,75 to 79,Male,Cardiovascular diseases,17962.5226321722,17512.42732344921,18493.594270867237
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,80 to 84,Both,Cardiovascular diseases,18174.314508352512,17604.126473945103,18696.27248636705
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,80 to 84,Female,Cardiovascular diseases,17659.334953450994,17221.406014399465,18040.983156565697
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,80 to 84,Male,Cardiovascular diseases,19006.48029993047,18481.251051158615,19551.02888241739
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,85 to 89,Both,Cardiovascular diseases,19353.645019477957,18812.021851821857,20045.805971850958
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,85 to 89,Female,Cardiovascular diseases,18607.897390824935,18007.24081660079,19105.124098957873
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,85 to 89,Male,Cardiovascular diseases,19935.49333500371,19448.662666311662,20423.625324318215
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,90 to 94,Both,Cardiovascular diseases,20389.05096145192,20053.50218171427,20985.623177442496
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,90 to 94,Female,Cardiovascular diseases,19686.70519536038,19223.026765199076,20274.77916708865
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2000,90 to 94,Male,Cardiovascular diseases,20914.984908613726,20382.4456921846,21799.24553761784
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,25 to 29,Both,Cardiovascular diseases,6925.716982313864,6721.344530844224,7141.075161910247
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,25 to 29,Female,Cardiovascular diseases,6252.185664684983,6095.363841195909,6392.188468118613
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,25 to 29,Male,Cardiovascular diseases,7607.125904781555,7397.902381394206,7858.287714595277
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,30 to 34,Both,Cardiovascular diseases,7979.68403656276,7802.31590365,8143.3205207221245
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,30 to 34,Female,Cardiovascular diseases,7285.307306778805,7077.250370644055,7527.068728428114
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,30 to 34,Male,Cardiovascular diseases,8656.965064224545,8456.480605179748,9004.343527404544
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,35 to 39,Both,Cardiovascular diseases,8915.429554785698,8663.397028829986,9166.029581570863
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,35 to 39,Female,Cardiovascular diseases,8328.869247965691,8117.415486914287,8517.082138557244
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,35 to 39,Male,Cardiovascular diseases,9667.032905778482,9514.319305031902,9842.223427733621
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,40 to 44,Both,Cardiovascular diseases,10090.609585411783,9801.948450803557,10615.218922243552
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,40 to 44,Female,Cardiovascular diseases,9364.510694584986,9073.363856449552,9568.168759709695
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,40 to 44,Male,Cardiovascular diseases,10647.083615782647,10294.25513599185,10879.046654838281
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,45 to 49,Both,Cardiovascular diseases,10994.907867946398,10699.344350903391,11360.470378188518
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,45 to 49,Female,Cardiovascular diseases,10379.453386866056,10123.472912604964,10592.37972822252
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,45 to 49,Male,Cardiovascular diseases,11662.564687840686,11350.091808955867,11959.810519548591
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,50 to 54,Both,Cardiovascular diseases,12157.320038744587,11870.415163213285,12408.60470330251
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,50 to 54,Female,Cardiovascular diseases,11417.320358795956,11148.03814876355,11749.498877028669
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,50 to 54,Male,Cardiovascular diseases,12737.792325147488,12433.269509599106,12999.054214089332
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,55 to 59,Both,Cardiovascular diseases,13116.1411057145,12793.09637392413,13477.445235066998
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,55 to 59,Female,Cardiovascular diseases,12465.851836135758,12141.052733584333,12742.985169283282
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,55 to 59,Male,Cardiovascular diseases,13761.361813993943,13495.188594455278,14040.529435035167
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,60 to 64,Both,Cardiovascular diseases,14058.784312013315,13525.670487144987,14460.532214293526
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,60 to 64,Female,Cardiovascular diseases,13496.561101437945,13074.087363657713,13830.372550991364
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,60 to 64,Male,Cardiovascular diseases,14769.575950356138,14416.291170511373,15016.620618126726
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,65 to 69,Both,Cardiovascular diseases,15095.020339208048,14795.917863474006,15449.813179735123
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,65 to 69,Female,Cardiovascular diseases,14576.241105212503,14344.18774585427,14904.77464635851
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,65 to 69,Male,Cardiovascular diseases,15791.336282435339,15307.904721898225,16206.312340262903
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,70 to 74,Both,Cardiovascular diseases,16178.041367638414,15779.201142648473,16544.11495356346
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,70 to 74,Female,Cardiovascular diseases,15507.020084189808,15189.85762573548,15884.218280512803
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,70 to 74,Male,Cardiovascular diseases,16896.93034488952,16501.984335740584,17265.055406458516
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,75 to 79,Both,Cardiovascular diseases,17159.705541384144,16749.621427526403,17652.871256105
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,75 to 79,Female,Cardiovascular diseases,16559.219441563553,16176.938747682902,16926.525778041956
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,75 to 79,Male,Cardiovascular diseases,17899.210334238527,17381.804993660255,18538.80849926152
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,80 to 84,Both,Cardiovascular diseases,18206.970188377585,17689.838803404677,18588.354424226727
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,80 to 84,Female,Cardiovascular diseases,17606.295940571945,17218.41623605694,18115.925046534376
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,80 to 84,Male,Cardiovascular diseases,18862.66491282225,18499.894637680154,19315.129178661526
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,85 to 89,Both,Cardiovascular diseases,19261.466410995454,18772.958752022074,19857.41717015698
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,85 to 89,Female,Cardiovascular diseases,18606.16590777614,18156.84577308744,19249.036451467797
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,85 to 89,Male,Cardiovascular diseases,20076.296287149547,19600.262509401928,20577.868184089733
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,90 to 94,Both,Cardiovascular diseases,20338.082452455474,19701.274555978012,20826.111585572282
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,90 to 94,Female,Cardiovascular diseases,19638.384895310166,19089.892143463458,20345.743745107862
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2001,90 to 94,Male,Cardiovascular diseases,20973.977797739844,20459.46078233159,21412.57967938888
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,25 to 29,Both,Cardiovascular diseases,6874.226020093113,6733.457150426072,7078.507234883018
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,25 to 29,Female,Cardiovascular diseases,6236.544158154887,6040.417706911056,6384.012764404962
