cause,location,sex,year,benchmark_rate,benchmark_lower,benchmark_upper,prev_group,next_group,prev_rate,next_rate,equivalent_age,lower_bound,upper_bound,equivalent_age_numeric,lower_bound_numeric,upper_bound_numeric
Cardiovascular diseases,Demo region,Female,2032,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12370.799275149433,13435.013113100393,74.09,74.01,74.15,74.08996379886723,74.01234266716767,74.15253174521082
Cardiovascular diseases,Demo region,Female,2033,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12369.435021374036,13435.887964392172,74.09,74.01,74.15,74.09197197030953,74.01456883641521,74.15439279332364
Cardiovascular diseases,Demo region,Female,2034,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12368.386871717901,13435.686107882218,74.10,74.02,74.16,74.0952234733769,74.01796156320087,74.15752023503329
Cardiovascular diseases,Demo region,Female,2035,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12367.638490534433,13435.16651034153,74.10,74.02,74.16,74.09827964895088,74.02110746117062,74.1604829425756
Cardiovascular diseases,Demo region,Female,2036,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12368.874793160461,13434.453329150549,74.10,74.02,74.16,74.09631738071786,74.01895100076094,74.15865415231787
Cardiovascular diseases,Demo region,Female,2037,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12289.48801125892,13364.726259519779,74.45,74.37,74.51,74.44664354088843,74.37455855757966,74.51087300489004
Cardiovascular diseases,Demo region,Female,2038,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12290.726177397737,13363.652712085915,74.45,74.37,74.51,74.44614500571775,74.37388421067875,74.51048684622208
Cardiovascular diseases,Demo region,Female,2039,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12293.313854610255,13362.827865959958,74.44,74.37,74.51,74.4418525335364,74.3692280112409,74.50643955997198
Cardiovascular diseases,Demo region,Female,2040,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12296.61248156113,13362.249340329023,74.44,74.36,74.50,74.43525957474208,74.36216911372402,74.50016484677194
Cardiovascular diseases,Demo region,Male,2022,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11829.872583740094,12864.373187489402,66.76,66.72,66.81,66.7644262697909,66.72017526188402,66.80662832005831
Cardiovascular diseases,Demo region,Male,2023,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11828.295930631373,12864.224086680008,66.77,66.72,66.81,66.76547054864449,66.721301860665,66.8075906208278
Cardiovascular diseases,Demo region,Male,2024,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11827.348059685599,12863.556816810413,66.77,66.72,66.81,66.76875382389287,66.7246593675204,66.81078858819356
Cardiovascular diseases,Demo region,Male,2025,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11826.691246453138,12862.779071934363,66.77,66.73,66.81,66.77248010973963,66.72845068239442,66.81443602338179
Cardiovascular diseases,Demo region,Male,2026,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11827.928476812687,12861.952959176453,66.78,66.73,66.82,66.77602075336301,66.73196808087818,66.81798100123295
Cardiovascular diseases,Demo region,Male,2027,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12729.128307736708,13772.950381228264,67.41,67.36,67.46,67.41436490338617,67.35826346845953,67.46334863024275
Cardiovascular diseases,Demo region,Male,2028,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12728.064064022888,13773.139297738146,67.42,67.36,67.47,67.41895974287635,67.36302041251908,67.46780983564713
Cardiovascular diseases,Demo region,Male,2029,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12727.275963519147,13772.574802392808,67.42,67.37,67.47,67.42263985885465,67.36678808157403,67.47141961579872
Cardiovascular diseases,Demo region,Male,2030,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12726.744116145555,13771.922833011224,67.43,67.37,67.47,67.42523272184806,67.369427670585,67.47397592605535
Cardiovascular diseases,Demo region,Male,2031,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12727.853907311375,13771.232004042555,67.42,67.36,67.47,67.4206483116105,67.36465192869393,67.46955053758793
Cardiovascular diseases,Demo region,Male,2032,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12612.02103972105,13669.974053806038,67.96,67.92,68.01,67.96229185905149,67.91841258876408,68.0126301411801
Cardiovascular diseases,Demo region,Male,2033,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12612.773279265903,13669.096999698255,67.96,67.92,68.01,67.9602154674455,67.91620045137189,68.0106539670465
Cardiovascular diseases,Demo region,Male,2034,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12614.462945922218,13668.450308709836,67.95,67.91,68.00,67.95432836978883,67.91001177161677,68.00494474154192
Cardiovascular diseases,Demo region,Male,2035,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12616.627872009778,13668.022089629685,67.95,67.90,68.00,67.94638661179042,67.90168218059186,67.99721762821224
Cardiovascular diseases,Demo region,Male,2036,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12617.783624792286,13668.967241159064,67.94,67.90,67.99,67.94107882957303,67.89617240121757,67.99198135014132
Cardiovascular diseases,Demo region,Male,2037,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12508.533800759982,13584.436070623458,68.43,68.36,68.50,68.42717030210667,68.35725246389327,68.49606531290983
Cardiovascular diseases,Demo region,Male,2038,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12511.595264284366,13585.0625835245,68.42,68.35,68.49,68.41614786277097,68.34574701208356,68.48536715799061
Cardiovascular diseases,Demo region,Male,2039,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12514.956789954816,13586.46001256919,68.40,68.33,68.47,68.40305767618321,68.33212273154716,68.47261248903652
Cardiovascular diseases,Demo region,Male,2040,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12519.38370652031,13588.248476796274,68.39,68.31,68.46,68.38581257415214,68.31417051747177,68.45581344659746
Cardiovascular diseases,Global,Both,2022,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12213.709174722031,13243.17411826776,64.92,64.92,64.93,64.9234787610564,64.91597020472295,64.9297624503459
Cardiovascular diseases,Global,Both,2023,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12213.709174722031,13243.17411826776,64.92,64.92,64.93,64.9234787610564,64.91597020472295,64.9297624503459
Cardiovascular diseases,Global,Both,2024,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12213.709174722031,13243.17411826776,64.92,64.92,64.93,64.9234787610564,64.91597020472295,64.9297624503459
Cardiovascular diseases,Global,Both,2025,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12213.709174722031,13243.17411826776,64.92,64.92,64.93,64.9234787610564,64.91597020472295,64.9297624503459
Cardiovascular diseases,Global,Both,2026,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12213.709174722031,13243.17411826776,64.92,64.92,64.93,64.9234787610564,64.91597020472295,64.9297624503459
Cardiovascular diseases,Global,Both,2027,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12079.047425500281,13115.292728976556,65.55,65.55,65.56,65.55410792354066,65.54671917080057,65.56293858362407
Cardiovascular diseases,Global,Both,2028,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12079.047425500281,13115.292728976556,65.55,65.55,65.56,65.55410792354066,65.54671917080057,65.56293858362407
Cardiovascular diseases,Global,Both,2029,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12079.047425500281,13115.292728976556,65.55,65.55,65.56,65.55410792354066,65.54671917080057,65.56293858362407
Cardiovascular diseases,Global,Both,2030,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12079.047425500281,13115.292728976556,65.55,65.55,65.56,65.55410792354066,65.54671917080057,65.56293858362407
Cardiovascular diseases,Global,Both,2031,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12079.047425500281,13115.292728976556,65.55,65.55,65.56,65.55410792354066,65.54671917080057,65.56293858362407
Cardiovascular diseases,Global,Both,2032,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11959.127388353174,13005.485858844084,66.09,66.08,66.10,66.09279224121268,66.08450650588384,66.10380495317756
Cardiovascular diseases,Global,Both,2033,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11959.127388353174,13005.485858844084,66.09,66.08,66.10,66.09279224121268,66.08450650588384,66.10380495317756
Cardiovascular diseases,Global,Both,2034,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11959.127388353174,13005.485858844084,66.09,66.08,66.10,66.09279224121268,66.08450650588384,66.10380495317756
Cardiovascular diseases,Global,Both,2035,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11959.127388353174,13005.485858844084,66.09,66.08,66.10,66.09279224121268,66.08450650588384,66.10380495317756
Cardiovascular diseases,Global,Both,2036,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11959.127388353174,13005.485858844084,66.09,66.08,66.10,66.09279224121268,66.08450650588384,66.10380495317756
Cardiovascular diseases,Global,Both,2037,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11843.503574967192,12910.823191318688,66.55,66.54,66.57,66.55406873631519,66.54385911062113,66.56621422407318
Cardiovascular diseases,Global,Both,2038,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11843.503574967192,12910.823191318688,66.55,66.54,66.57,66.55406873631519,66.54385911062113,66.56621422407318
Cardiovascular diseases,Global,Both,2039,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11843.503574967192,12910.823191318688,66.55,66.54,66.57,66.55406873631519,66.54385911062113,66.56621422407318
Cardiovascular diseases,Global,Both,2040,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11843.503574967192,12910.823191318688,66.55,66.54,66.57,66.55406873631519,66.54385911062113,66.56621422407318
Cardiovascular diseases,Global,Female,2022,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12598.804361456572,13626.433363835555,68.05,68.05,68.06,68.05499451798806,68.04608710035089,68.06195835144602
Cardiovascular diseases,Global,Female,2023,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12598.804361456572,13626.433363835555,68.05,68.05,68.06,68.05499451798806,68.04608710035089,68.06195835144602
Cardiovascular diseases,Global,Female,2024,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12598.804361456572,13626.433363835555,68.05,68.05,68.06,68.05499451798806,68.04608710035089,68.06195835144602
Cardiovascular diseases,Global,Female,2025,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12598.804361456572,13626.433363835555,68.05,68.05,68.06,68.05499451798806,68.04608710035089,68.06195835144602
Cardiovascular diseases,Global,Female,2026,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12598.804361456572,13626.433363835555,68.05,68.05,68.06,68.05499451798806,68.04608710035089,68.06195835144602
Cardiovascular diseases,Global,Female,2027,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12471.780381048684,13529.006596683848,68.63,68.62,68.64,68.62620150791655,68.61520420668873,68.63632168825728
Cardiovascular diseases,Global,Female,2028,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12471.780381048684,13529.006596683848,68.63,68.62,68.64,68.62620150791655,68.61520420668873,68.63632168825728
Cardiovascular diseases,Global,Female,2029,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12471.780381048684,13529.006596683848,68.63,68.62,68.64,68.62620150791655,68.61520420668873,68.63632168825728
Cardiovascular diseases,Global,Female,2030,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12471.780381048684,13529.006596683848,68.63,68.62,68.64,68.62620150791655,68.61520420668873,68.63632168825728
Cardiovascular diseases,Global,Female,2031,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12471.780381048684,13529.006596683848,68.63,68.62,68.64,68.62620150791655,68.61520420668873,68.63632168825728
Cardiovascular diseases,Global,Female,2032,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12366.696718517382,13427.91032800893,69.12,69.10,69.12,69.1152020278055,69.10382690305153,69.1249524619121
Cardiovascular diseases,Global,Female,2033,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12366.696718517382,13427.91032800893,69.12,69.10,69.12,69.1152020278055,69.10382690305153,69.1249524619121
Cardiovascular diseases,Global,Female,2034,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12366.696718517382,13427.91032800893,69.12,69.10,69.12,69.1152020278055,69.10382690305153,69.1249524619121
Cardiovascular diseases,Global,Female,2035,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12366.696718517382,13427.91032800893,69.12,69.10,69.12,69.1152020278055,69.10382690305153,69.1249524619121
Cardiovascular diseases,Global,Female,2036,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12366.696718517382,13427.91032800893,69.12,69.10,69.12,69.1152020278055,69.10382690305153,69.1249524619121
Cardiovascular diseases,Global,Female,2037,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12271.691301352363,13349.652881055847,69.52,69.51,69.54,69.5230103890201,69.5117076609159,69.5356329390317
Cardiovascular diseases,Global,Female,2038,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12271.691301352363,13349.652881055847,69.52,69.51,69.54,69.5230103890201,69.5117076609159,69.5356329390317
Cardiovascular diseases,Global,Female,2039,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12271.691301352363,13349.652881055847,69.52,69.51,69.54,69.5230103890201,69.5117076609159,69.5356329390317
Cardiovascular diseases,Global,Female,2040,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12271.691301352363,13349.652881055847,69.52,69.51,69.54,69.5230103890201,69.5117076609159,69.5356329390317
Cardiovascular diseases,Global,Male,2022,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,11828.702386596262,12868.327424942614,61.75,61.74,61.76,61.74656982693113,61.73568360782045,61.758709426029284
Cardiovascular diseases,Global,Male,2023,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,11828.702386596262,12868.327424942614,61.75,61.74,61.76,61.74656982693113,61.73568360782045,61.758709426029284
Cardiovascular diseases,Global,Male,2024,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,11828.702386596262,12868.327424942614,61.75,61.74,61.76,61.74656982693113,61.73568360782045,61.758709426029284
Cardiovascular diseases,Global,Male,2025,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,11828.702386596262,12868.327424942614,61.75,61.74,61.76,61.74656982693113,61.73568360782045,61.758709426029284
Cardiovascular diseases,Global,Male,2026,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,11828.702386596262,12868.327424942614,61.75,61.74,61.76,61.74656982693113,61.73568360782045,61.758709426029284
Cardiovascular diseases,Global,Male,2027,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12743.916254281794,13771.92438732491,62.35,62.34,62.36,62.34881387450484,62.337483207732696,62.35839259997404
Cardiovascular diseases,Global,Male,2028,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12743.916254281794,13771.92438732491,62.35,62.34,62.36,62.34881387450484,62.337483207732696,62.35839259997404
Cardiovascular diseases,Global,Male,2029,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12743.916254281794,13771.92438732491,62.35,62.34,62.36,62.34881387450484,62.337483207732696,62.35839259997404
Cardiovascular diseases,Global,Male,2030,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12743.916254281794,13771.92438732491,62.35,62.34,62.36,62.34881387450484,62.337483207732696,62.35839259997404
Cardiovascular diseases,Global,Male,2031,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12743.916254281794,13771.92438732491,62.35,62.34,62.36,62.34881387450484,62.337483207732696,62.35839259997404
Cardiovascular diseases,Global,Male,2032,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12614.051994423711,13672.742974820923,62.95,62.94,62.97,62.9520292680887,62.942327155376375,62.96519705062234
Cardiovascular diseases,Global,Male,2033,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12614.051994423711,13672.742974820923,62.95,62.94,62.97,62.9520292680887,62.942327155376375,62.96519705062234
Cardiovascular diseases,Global,Male,2034,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12614.051994423711,13672.742974820923,62.95,62.94,62.97,62.9520292680887,62.942327155376375,62.96519705062234
Cardiovascular diseases,Global,Male,2035,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12614.051994423711,13672.742974820923,62.95,62.94,62.97,62.9520292680887,62.942327155376375,62.96519705062234
Cardiovascular diseases,Global,Male,2036,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12614.051994423711,13672.742974820923,62.95,62.94,62.97,62.9520292680887,62.942327155376375,62.96519705062234
Cardiovascular diseases,Global,Male,2037,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12514.287694313574,13567.331531107835,63.43,63.42,63.45,63.43082960756622,63.41761260036922,63.44574914181553
Cardiovascular diseases,Global,Male,2038,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12514.287694313574,13567.331531107835,63.43,63.42,63.45,63.43082960756622,63.41761260036922,63.44574914181553
Cardiovascular diseases,Global,Male,2039,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12514.287694313574,13567.331531107835,63.43,63.42,63.45,63.43082960756622,63.41761260036922,63.44574914181553
Cardiovascular diseases,Global,Male,2040,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12514.287694313574,13567.331531107835,63.43,63.42,63.45,63.43082960756622,63.41761260036922,63.44574914181553
Cardiovascular diseases,Japan,Both,2022,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12156.17339809642,13198.527057535077,70.16,70.14,70.18,70.16331961899748,70.1378578836275,70.18295285463608
Cardiovascular diseases,Japan,Both,2023,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12156.17339809642,13198.527057535077,70.16,70.14,70.18,70.16331961899748,70.1378578836275,70.18295285463608
Cardiovascular diseases,Japan,Both,2024,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12156.17339809642,13198.527057535077,70.16,70.14,70.18,70.16331961899748,70.1378578836275,70.18295285463608
Cardiovascular diseases,Japan,Both,2025,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12156.17339809642,13198.527057535077,70.16,70.14,70.18,70.16331961899748,70.1378578836275,70.18295285463608
Cardiovascular diseases,Japan,Both,2026,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12156.17339809642,13198.527057535077,70.16,70.14,70.18,70.16331961899748,70.1378578836275,70.18295285463608
Cardiovascular diseases,Japan,Both,2027,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12032.39075837615,13069.871740331493,70.77,70.74,70.81,70.77473037824421,70.74455518686995,70.8070182985458
Cardiovascular diseases,Japan,Both,2028,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12032.39075837615,13069.871740331493,70.77,70.74,70.81,70.77473037824421,70.74455518686995,70.8070182985458
Cardiovascular diseases,Japan,Both,2029,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12032.39075837615,13069.871740331493,70.77,70.74,70.81,70.77473037824421,70.74455518686995,70.8070182985458
Cardiovascular diseases,Japan,Both,2030,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12032.39075837615,13069.871740331493,70.77,70.74,70.81,70.77473037824421,70.74455518686995,70.8070182985458
Cardiovascular diseases,Japan,Both,2031,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12032.39075837615,13069.871740331493,70.77,70.74,70.81,70.77473037824421,70.74455518686995,70.8070182985458
Cardiovascular diseases,Japan,Both,2032,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,11928.953339664544,12975.842065333738,71.23,71.20,71.27,71.23483218826487,71.20476117281551,71.27482865444118
Cardiovascular diseases,Japan,Both,2033,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,11928.953339664544,12975.842065333738,71.23,71.20,71.27,71.23483218826487,71.20476117281551,71.27482865444118
Cardiovascular diseases,Japan,Both,2034,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,11928.953339664544,12975.842065333738,71.23,71.20,71.27,71.23483218826487,71.20476117281551,71.27482865444118
Cardiovascular diseases,Japan,Both,2035,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,11928.953339664544,12975.842065333738,71.23,71.20,71.27,71.23483218826487,71.20476117281551,71.27482865444118
Cardiovascular diseases,Japan,Both,2036,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,11928.953339664544,12975.842065333738,71.23,71.20,71.27,71.23483218826487,71.20476117281551,71.27482865444118
Cardiovascular diseases,Japan,Both,2037,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,11826.182622214801,12902.941884478583,71.59,71.55,71.64,71.59457543912193,71.5540734978396,71.63765757336894
Cardiovascular diseases,Japan,Both,2038,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,11826.182622214801,12902.941884478583,71.59,71.55,71.64,71.59457543912193,71.5540734978396,71.63765757336894
Cardiovascular diseases,Japan,Both,2039,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,11826.182622214801,12902.941884478583,71.59,71.55,71.64,71.59457543912193,71.5540734978396,71.63765757336894
Cardiovascular diseases,Japan,Both,2040,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,11826.182622214801,12902.941884478583,71.59,71.55,71.64,71.59457543912193,71.5540734978396,71.63765757336894
Cardiovascular diseases,Japan,Female,2022,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12540.72989217402,13573.75871269827,73.33,73.30,73.38,73.33056821178577,73.30207446968836,73.3787177897595
Cardiovascular diseases,Japan,Female,2023,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12540.72989217402,13573.75871269827,73.33,73.30,73.38,73.33056821178577,73.30207446968836,73.3787177897595
Cardiovascular diseases,Japan,Female,2024,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12540.72989217402,13573.75871269827,73.33,73.30,73.38,73.33056821178577,73.30207446968836,73.3787177897595
Cardiovascular diseases,Japan,Female,2025,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12540.72989217402,13573.75871269827,73.33,73.30,73.38,73.33056821178577,73.30207446968836,73.3787177897595
Cardiovascular diseases,Japan,Female,2026,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12540.72989217402,13573.75871269827,73.33,73.30,73.38,73.33056821178577,73.30207446968836,73.3787177897595
Cardiovascular diseases,Japan,Female,2027,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12414.598970801275,13474.826914257892,73.89,73.83,73.94,73.89126303422496,73.8334920235062,73.94061957540039
Cardiovascular diseases,Japan,Female,2028,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12414.598970801275,13474.826914257892,73.89,73.83,73.94,73.89126303422496,73.8334920235062,73.94061957540039
Cardiovascular diseases,Japan,Female,2029,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12414.598970801275,13474.826914257892,73.89,73.83,73.94,73.89126303422496,73.8334920235062,73.94061957540039
Cardiovascular diseases,Japan,Female,2030,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12414.598970801275,13474.826914257892,73.89,73.83,73.94,73.89126303422496,73.8334920235062,73.94061957540039
Cardiovascular diseases,Japan,Female,2031,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12414.598970801275,13474.826914257892,73.89,73.83,73.94,73.89126303422496,73.8334920235062,73.94061957540039
Cardiovascular diseases,Japan,Female,2032,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12308.766687297413,13384.952068771972,74.35,74.28,74.41,74.35492079567062,74.2844096606293,74.40958727853206
Cardiovascular diseases,Japan,Female,2033,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12308.766687297413,13384.952068771972,74.35,74.28,74.41,74.35492079567062,74.2844096606293,74.40958727853206
Cardiovascular diseases,Japan,Female,2034,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12308.766687297413,13384.952068771972,74.35,74.28,74.41,74.35492079567062,74.2844096606293,74.40958727853206
Cardiovascular diseases,Japan,Female,2035,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12308.766687297413,13384.952068771972,74.35,74.28,74.41,74.35492079567062,74.2844096606293,74.40958727853206
Cardiovascular diseases,Japan,Female,2036,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12308.766687297413,13384.952068771972,74.35,74.28,74.41,74.35492079567062,74.2844096606293,74.40958727853206
Cardiovascular diseases,Japan,Female,2037,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12227.844873344036,13316.092098263442,74.70,74.64,74.76,74.7006183312948,74.63662913291633,74.75861684415048
Cardiovascular diseases,Japan,Female,2038,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12227.844873344036,13316.092098263442,74.70,74.64,74.76,74.7006183312948,74.63662913291633,74.75861684415048
Cardiovascular diseases,Japan,Female,2039,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12227.844873344036,13316.092098263442,74.70,74.64,74.76,74.7006183312948,74.63662913291633,74.75861684415048
Cardiovascular diseases,Japan,Female,2040,12815.632954263645,12520.994761780714,13120.519185982132,70 to 74,75 to 79,12227.844873344036,13316.092098263442,74.70,74.64,74.76,74.7006183312948,74.63662913291633,74.75861684415048
Cardiovascular diseases,Japan,Male,2022,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12807.960898379895,13856.707075603152,67.04,67.00,67.07,67.03657727699215,66.99797532639961,67.07219775473706
Cardiovascular diseases,Japan,Male,2023,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12807.960898379895,13856.707075603152,67.04,67.00,67.07,67.03657727699215,66.99797532639961,67.07219775473706
Cardiovascular diseases,Japan,Male,2024,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12807.960898379895,13856.707075603152,67.04,67.00,67.07,67.03657727699215,66.99797532639961,67.07219775473706
Cardiovascular diseases,Japan,Male,2025,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12807.960898379895,13856.707075603152,67.04,67.00,67.07,67.03657727699215,66.99797532639961,67.07219775473706
